Product_img,Product_name,Product_seller,Num_reviews,Operating_system,Price,Is_best_seller,Is_limited_time_deal,Is_prime_delivery,Limited_time_end,Is_offers,Is_climate_friendly
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
imgs.jpg,Xbox Series S - Holiday Console,Xbox,189,Xbox Series S,239.99,false,false,true,2022-12-25T00:00:00.000Z,249.99,false
